"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","K"
13115017100,13115,"171","がっけいせき","崕遺跡","杉並区 和泉一丁目　 和泉四丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落","[近世]竪穴式遺構　土坑　墓壙　溝　柱穴列　道路状遺構　半地下倉庫","尖頭器　スタンプ形石器　敲石　縄文土器　土師器　須恵器　陶磁器　土器　炉器　瓦　銭貨　金属製品　石製品　土製品　木製品",139.655284,35.67695106,TRUE
13115017200,13115,"172","","杉並区No.172遺跡","杉並区 和泉四丁目","[古墳時代][近世]","包蔵地","","土師器　陶磁器",139.6519538,35.68138524,TRUE
13115017300,13115,"173","うえはらいせき","上原遺跡","杉並区 和泉三丁目","[縄文時代（早期〜前期）][古墳時代][近世]","包蔵地・集落","[古墳時代]住居　[近世]溝","縄文土器　石器　土師器",139.6507749,35.68209266,TRUE
13115017400,13115,"174","ほんむらはらいせき","本村原遺跡","杉並区 和田一丁目","[縄文時代（早期〜前期・後期）][弥生時代（後期）][古墳時代][中世][近世]","包蔵地","[縄文時代]ユニット　集石　土坑","縄文土器　打斧　石鏃　磨石　弥生土器　土師器　須恵器　円筒埴輪　陶磁器",139.6624767,35.69272395,TRUE
13115017600,13115,"176","かまくらばしうえいせき","鎌倉橋上遺跡","杉並区 浜田山一丁目　 浜田山二丁目","[旧石器時代][縄文時代（早期〜後期）]　[弥生時代（後期）][古墳時代][中世][近世]","集落","[旧石器時代]礫群　ブロック　[縄文時代]住居　土坑　[弥生時代]住居　環濠","細石器　細石刃　ナイフ形石器　角錐状石器　スクレイパー　石刃　石核　細石核　縄文土器　尖頭器　打製石斧　石匙　磨石　土偶　弥生土器　石器　ミニチュア土器　被熱粘土塊　陶磁器　銭貨　鉄鏃　土師器",139.6274325,35.67714111,TRUE
13115018000,13115,"180","たかちほだいがくおおみやいせき","高千穂大学大宮遺跡","杉並区 大宮二丁目","[旧石器時代][縄文時代（早期・中期）][古墳時代][中世]","集落・古墳","[旧石器時代]礫群　ブロック　[縄文時代]陥し坑　土坑　[古墳時代]円墳（周溝）　住居　[中世]溝状遺構　溝　土坑","剥片　縄文土器　土師器　埴輪　鉄製品　陶磁器",139.6376941,35.68312,TRUE
13116000200,13116,"2","いけぶくろひがしかいづか","池袋東貝塚","豊島区 池袋本町三丁目　 池袋本町四丁目","[縄文時代（前期）][古墳時代][奈良時代][平安時代][中世]","包蔵地・貝塚","竪穴住居址　ピット　溝状遺構　畠畝　礎石　道","縄文土器　弥生土器　石斧　石皿　凹石　敲石　土師器　須恵器　陶磁器　瓦　金属製品",139.7141473,35.74416267,TRUE
13116000500,13116,"5","そめいいせき","染井遺跡","豊島区 巣鴨一丁目　 巣鴨二丁目　 巣鴨三丁目　 巣鴨四丁目　 巣鴨五丁目　 駒込一丁目　 駒込二丁目　 駒込三丁目　 駒込四丁目　 駒込五丁目　 駒込六丁目　 駒込七丁目","[縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][中世][近世]","包蔵地・集落・貝塚・屋敷（大名屋敷）・その他（町屋）","[縄]住居　陥し穴　[弥生時代]方形周溝墓　[中世]道路　[近世]掘立柱建物　方形竪穴　土坑　地下室　門　井戸　畝　溝　柵列　地鎮址　ピット　畝状遺構","縄文土器　石器　弥生土器　土師器　須恵器　陶磁器　舶載磁器　土製品　石製品　硝子製品　金属製品",139.7413728,35.73716819,TRUE
13116000700,13116,"7","きたおおつかいせき","北大塚遺跡","豊島区 北大塚一丁目","[縄文時代][古墳時代][近世]","包蔵地・屋敷（大名屋敷）","[近世]方形竪穴　塀　生垣　溝　畝　祭祀遺構","縄文土器　土師器　陶磁器　土器　土製品　石製品　金属製品　銭貨",139.731995,35.733017,TRUE
13116000900,13116,"9","こまごめこふん","駒込古墳","豊島区 駒込一丁目","[古墳時代]","古墳","","紡錘車　勾玉　金環",139.7497842,35.73425248,TRUE
13116001600,13116,"16","ちはやいせき","千早遺跡","豊島区 千早四丁目","[縄文時代][古墳時代]","包蔵地","土坑など","縄文土器　陶磁器",139.6822183,35.73825502,TRUE
13117000300,13117,"3","どうやまおうけつぼ","堂山横穴墓","北区 赤羽北一丁目","[古墳時代][奈良時代]","横穴墓","","",139.7145969,35.78613812,TRUE
13117000400,13117,"4","ふくろていちいせき","袋低地遺跡","北区 赤羽北一丁目　赤羽北二丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・貝塚","[縄文時代]集石群　自然流路　貝塚　[古墳時代][奈良時代][平安時代]土坑　溝址　井戸址　[中世][近世]土坑　溝址　井戸址","縄文土器　石錘　土錘　漆塗土器　朱漆木製耳栓　牙製装飾品　石棒　石器　弥生土器　土師器　須恵器　陶磁器類　独木舟　漆器　飾り弓　銭貨",139.7092754,35.78541401,TRUE
13117000500,13117,"5","あかばねだいいせき","赤羽台遺跡","北区 赤羽台四丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]石器ブロック　[縄文時代]住居址　集石　炉穴　土坑　[弥生時代]環濠　方形周溝墓　土坑　住居址　[古墳時代]住居址　溝状遺構　[奈良時代][平安時代]住居址　掘立柱建物址　特殊遺構　[平安時代]住居　[中世]土坑　地下式土坑溝　[中世][近世]地下式壙　溝址　[近世]地下室　溝　[近代]近衛工兵隊関連施設","旧石器　石器　縄文土器　石斧　礫器　有舌尖頭器　石鏃　敲石　弥生土器　ガラス玉　土師器　須恵器　鉄器　蔵骨器　板碑　陶磁器類",139.712228,35.7839379,TRUE
13117000600,13117,"6","あかばねだいこふんぐん","赤羽台古墳群","北区 赤羽台四丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝　横穴式石室","土師器　須恵器　鉄器　刀子　埴輪　玉類　直刀　金環　銀環　金銅製金具　弓金具",139.7160389,35.78396575,TRUE
13117000800,13117,"8","きりがおかいせき","桐ヶ丘遺跡","北区 赤羽北三丁目　桐ヶ丘一丁目　桐ヶ丘二丁目","[旧石器時代][縄文時代（早期・中期〜後期）][弥生時代][古墳時代][奈良時代][平安時代]","集落","[旧石器時代]礫群　[縄文時代][弥生時代][古墳時代][奈良時代][平安時代]住居","石器　縄文土器　弥生土器　土師器　須恵器　鎌　刀子　砥石　鉄滓",139.7056019,35.77984366,TRUE
13117001000,13117,"10","みたまこふん","ミタマ古墳","北区 赤羽台一丁目","[古墳時代]","古墳","円墳?　[古墳時代]石棺?","直刀?",139.7149684,35.7790944,TRUE
13117001100,13117,"11","てんのうづかこふん","天王塚古墳","北区 赤羽台一丁目","[古墳時代]","古墳","[古墳時代]石棺?","人骨",139.7153461,35.77789671,TRUE
13117001400,13117,"14","おおつかこふん","大塚古墳","北区 赤羽西五丁目","[古墳時代]","古墳","円墳","",139.7085483,35.77483277,TRUE
13117001500,13117,"15","いねつけじょうあと","稲付城跡","北区 赤羽西一丁目","[古墳時代][奈良時代][中世]","集落・城館","[中世]空堀　[古墳時代][奈良時代]住居址　[中世]竪穴状遺構　溝","土師器　須恵器　陶器",139.7193629,35.77558484,TRUE
13117001600,13117,"16","いねつけこうえんいせき","稲付公園遺跡","北区 赤羽西三丁目","[古墳時代]","集落","[古墳時代]住居址","土師器",139.7180629,35.76966832,TRUE
13117001900,13117,"19","じゅうじょうだいいせきぐん","十条台遺跡群","北区 中十条一丁目　 中十条二丁目　 中十条三丁目　 王子本町一丁目　 王子本町二丁目　 王子本町三丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落・その他の墓","[縄文時代]住居　[弥生時代][古墳時代]住居址　方形周溝墓　[弥生時代]環濠　方形周溝墓　[古墳時代]周溝　溝址　[奈良時代]住居址　[近世]溝","縄文土器　石斧　弥生土器　土師器　須恵器　人骨　鉄製品　土製品",139.7293239,35.7586086,TRUE
13117002000,13117,"20","ふじづかこふん","富士塚古墳","北区 中十条二丁目","[古墳時代]","古墳","円墳","",139.725307,35.76289895,TRUE
13117002200,13117,"22","おうじいなりうらこふん","王子稲荷裏古墳","北区 王子本町二丁目","[古墳時代]","古墳","","人骨",139.7328975,35.75601366,TRUE
13117002400,13117,"24","よもとぎいなりこふん","四本木稲荷古墳","北区 滝野川三丁目","[古墳時代]","古墳","円墳","",139.7291601,35.74960878,TRUE
13117002500,13117,"25","たきのがわはちまんしゃうらかいづか","滝野川八幡社裏貝塚","北区 滝野川五丁目","[縄文時代（後期〜晩期）][古墳時代]","貝塚・集落","[縄文時代]住居　[古墳時代]住居","縄文土器　磨斧　剥片　土師器",139.7262419,35.74818774,TRUE
13117002600,13117,"26","たきのがわこふん","滝野川古墳","北区 滝野川三丁目","[古墳時代]","古墳","円墳","土師器　陶磁器",139.7302587,35.74782551,TRUE
13117002700,13117,"27","にしがはらいせきぐん","西ヶ原遺跡群","北区 西ヶ原一丁目　 西ヶ原二丁目　 西ヶ原三丁目　 上中里一丁目　 王子一丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・貝塚・その他の墓・城館","[縄文時代]住居址　土坑　ピット群　土壙墓　墓壙　貝塚　[弥生時代]住居址　土坑　溝址　方形周溝墓　環濠　[弥生時代][古墳時代]方形周溝墓　[古墳時代]住居址　土坑　溝址　古墳　[奈良時代][平安時代]住居址　掘立柱建物址　ピット　土坑　溝　正倉大溝　溝址　[中世][近世]溝址　土坑　[近世]建物　ピット土坑　地下式土坑　井戸　溝　区画溝　道路　土壙墓群　柵列　集石　特殊埋葬遺構","掻器　彫器　縄文土器　打斧　磨斧　石鏃　抉入石器　石器　ヤス状鹿角製品　耳飾　土板　埋葬人骨　動物遺存体　石皿　磨石　凹石　敲石　石核　大珠　骨角器　弥生土器　石皿　磨石　敲石　滑石製玉　土師器　須恵器　支脚　砥石　紡錘車　土錘　羽口　土玉　鉄製品　陶磁器類　土製品　鉄製品　銭貨　鳥獣魚骨　貝　剥片石器",139.7428408,35.74611874,TRUE
13117002800,13117,"28","かっちゅうづかこふん","甲胄塚古墳","北区 上中里一丁目","[古墳時代]","古墳","","",139.7459307,35.74667603,TRUE
13117002900,13117,"29","むさしのくにとしまぐんがあと","武蔵国豊島郡衙跡","北区 西ケ原二丁目　 上中里一丁目","[古墳時代][奈良時代][平安時代]","官衙","[古墳時代][奈良時代][平安時代]掘立柱建物　井戸　溝　[古墳時代][奈良時代]土坑","土師器　須恵器　円面硯　鉄器",139.7431154,35.74664817,TRUE
13117003000,13117,"30","なかざといせき","中里遺跡","北区 上中里二丁目　東田端一丁目　東田端二丁目","[縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・貝塚","[縄文時代]集石　貝塚　木枠付土坑　杭列　炉址　木道　焚き火跡　波食台　[奈良時代][平安時代][中世]掘立柱建物　土坑　道路状遺構　杭列　[近世]旧河道","縄文土器　石斧　石皿　石棒　独木舟　石器　貝製品　耳栓　弥生土器　土師器　須恵器　埴輪　瓦　陶磁器　煙管　木簡　木製品　銭貨",139.7547197,35.74386169,TRUE
13117003100,13117,"31","たばたちょういせき","田端町遺跡","北区 中里一丁目　 中里二丁目　 中里三丁目　 田端三丁目　 田端四丁目","[弥生時代][古墳時代][奈良時代][平安時代][中世]","集落","[弥生時代]住居　[古墳時代]土坑　溝　土師器焼成遺構　[奈良時代]井戸","弥生土器　土師器　須恵器　陶器　板碑",139.7523851,35.73773108,TRUE
13117003200,13117,"32","たばたふどうさかいせき","田端不動坂遺跡","北区 田端一丁目","[縄文時代（前期）][弥生時代（中期〜後期）][古墳時代][奈良時代][平安時代][中世][近世][近代]","集落","[縄文時代]住居址　[弥生時代][古墳時代]住居址　方形周溝墓　掘立柱建物址　土坑　[奈良時代][平安時代]住居址　掘立柱建物址　ピット　道路状遺構　溝址　[平安時代]住居址　柵列　[中世][近世]道路址　溝址　[近代]胞衣埋納遺構　[時代不明]住居　土坑　溝","縄文土器　弥生土器　土師器　須恵器　陶器（灰釉）　支脚　石皿　鉄器　帯金具　青銅鏡　銅鏃　玉類",139.7624359,35.73559222,TRUE
13117003500,13117,"35","しもいせき","志茂遺跡","北区 志茂三丁目　 志茂四丁目","[弥生時代][古墳時代][奈良時代][平安時代]","集落","[弥生時代][古墳時代]方形周溝墓　土坑　溝址　[奈良時代][平安時代]溝址","弥生土器　土師器 須恵器",139.7345606,35.7798977,TRUE
13117003600,13117,"36","とみんごるふじょういせき","都民ゴルフ場遺跡","北区 豊島五丁目","[古墳時代]","包蔵地","[古墳時代]焚火","土師器",139.7584558,35.7674187,TRUE
13117003900,13117,"39","しもじゅうじょういせき","下十条遺跡","北区 十条台一丁目　 十条台二丁目　 滝野川四丁目","[縄文時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]陥穴　[奈良時代][平安時代]住居址　柵列　[近世]溝　柵列","縄文土器　土師器　須恵器　石製品　鉄製品",139.7227056,35.75462096,TRUE
13117004000,13117,"40","なかざとはけうえ","中里峽上遺跡","北区 中里三丁目　 田端六丁目　 上中里一丁目　 西ケ原一丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落・貝塚","[弥生時代]住居址　[古墳時代][奈良時代]住居址　掘立柱建物　溝址　特殊遺構　[平安時代]掘立柱建物　住居址　土坑","弥生土器　土師器　須恵器　砥石　鉄製品　瓦　鉄滓",139.7518616,35.74189019,TRUE
