"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","J"
13110002900,13110,"29","みなみいせき","南遺跡","目黒区 南三丁目","[縄文時代（早期・中期〜後期）][平安時代][中世][近世]","集落","[縄文時代]住居　炉穴　土坑　小穴","[縄文時代]縄文土器　打製石斧　石鏃　石槌　石棒　磨製石斧　抉入磨石　土製円盤　[平安時代]須恵器　土師器　[中世]土師質土器　[近世]陶器",139.6873992,35.61210641,TRUE
13110003000,13110,"30","ひがしがおかいせき","東が丘遺跡","目黒区 東が丘二丁目","[縄文時代（前期）]","包蔵地","","縄文土器",139.6627422,35.62913927,TRUE
13110003100,13110,"31","かきのきざかいせき","柿の木坂遺跡","目黒区 柿の木坂一丁目","[縄文時代（中期〜後期）]","包蔵地","","縄文土器　石斧　石鏃　石匙　石錐　石槌　石皿　石棒",139.6782732,35.6217545,TRUE
13110003300,13110,"33","とうこうじうらやまいせき","東光寺裏山遺跡","目黒区 八雲一丁目","[旧石器時代][縄文時代（草創期〜後期）][平安時代][中世][近世]","集落","[縄文時代]土坑　落とし穴　焼土　[平安時代]住居　火葬墓　[中世][近世]土坑　溝　井戸　道路状遺構","縄文土器　打斧　石鏃　石皿　土師器　須恵器　カワラケ　板碑　陶磁器　煙管　銭貨　瓦質陶製印板　尖頭器　ナイフ形石器　掻器　剥片　スタンプ形石器　磨石　敲石",139.6726427,35.62084051,TRUE
13110003400,13110,"34","みやまえいせき","宮前遺跡","目黒区 八雲三丁目","[縄文時代（中期）]","包蔵地","","縄文土器　打製石斧　石槌",139.6670466,35.61911017,TRUE
13110003500,13110,"35","ばけざかいせき","化坂遺跡","目黒区 八雲三丁目","[縄文時代（中期）]","包蔵地","","縄文土器　石斧　石鏃　石皿　石棒",139.6650896,35.61777053,TRUE
13110003600,13110,"36","ふすまじゆうどおりいせき","衾自由通遺跡","目黒区 八雲五丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.6670122,35.62215219,TRUE
13110003700,13110,"37","ふすまちょうこうえんふきんいせき","衾町公園付近遺跡","目黒区 八雲五丁目","[縄文時代（中期）]","集落","[縄文時代]竪穴住居跡","縄文土器　石鏃",139.6657419,35.62402199,TRUE
13110003800,13110,"38","たいらまちいせき","平町遺跡","目黒区 平町一丁目","[縄文時代（中期〜後期）]","集落","[縄文時代]住居","縄文土器　石斧　石鏃　石匙　石錐　石槌　石皿　石棒",139.6783419,35.61857292,TRUE
13110003900,13110,"39","じゅういちちゅうふきんいせき","十一中付近遺跡","目黒区 緑が丘一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.6784728,35.60934314,TRUE
13110004000,13110,"40","おおおかやまいせき","大岡山遺跡","目黒区 大岡山二丁目","[縄文時代（前期〜後期）]","包蔵地","","縄文土器　石斧　石鏃　石槌",139.683245,35.60780795,TRUE
13110004100,13110,"41","とうきょうこうぎょうだいがくこうないいせき","東京工業大学構内遺跡","目黒区 大岡山二丁目","[縄文時代（前期〜後期）]","包蔵地","","縄文土器　打製石斧　磨製石斧　石鏃　石槌",139.6832107,35.60613316,TRUE
13110004400,13110,"44","いせわきいせき","伊勢脇遺跡","目黒区 上目黒二丁目","[縄文時代]","包蔵地","","縄文土器　磨斧　石棒",139.6980035,35.64012275,TRUE
13110004700,13110,"47","おおはしいせき","大橋遺跡","目黒区 大橋二丁目","[旧石器時代][縄文時代（草創期〜晩期）][弥生時代（後期）][古墳時代][平安時代][中世][近世][近代]","集落　その他（軍施設）","[旧石器時代]石器集中　礫集中部　[縄文時代]住居　集石　炉穴　土坑　小穴　埋甕　土器敷き遺構　[弥生時代][古墳時代]住居　[平安時代]火葬墓　[中世]土坑　[近世]溝　小穴　[近代]煉瓦構造物","ナイフ形石器　角錐状石器　剥片　礫器　縄文土器　打斧　磨斧　耳栓　有舌尖頭器　石鏃　掻器　石匙　石皿　石棒　磨石　敲石　土製円盤　けつ状耳飾　土偶　弥生土器　陶磁器　銭貨　彫刻刀形石器　管状土錘　土師器　中世土器　瓦　（近世）陶磁器　金属製品　銭貨　(近代)陶磁器　金属製品　ガラス製品　煉瓦",139.684373,35.65446715,TRUE
13110004900,13110,"49","えんゆうじいせき","円融寺遺跡","目黒区 碑文谷一丁目","[縄文時代（早期〜前期）][中世][近世]","包蔵地・社寺","掘立柱建物　井戸　土坑　溝状遺構　集石遺構　墓域関連遺構　小穴","縄文土器　石皿　磨石　打製石斧　剥片　陶磁器　土器　板碑　砥石　石臼　銅製仏飯具　煙管　錠前　銭貨",139.6898324,35.62014271,TRUE
13110005100,13110,"51","えびすいせき","恵比寿遺跡","目黒区 三田一丁目","[旧石器時代][縄文時代（前期〜後期）][弥生時代（後期）][近世]","集落","[弥生時代]住居　[近世]溝状遺構","ナイフ形石器　角錐状石器　剥片　縄文土器　弥生土器　陶磁器",139.713776,35.640392,TRUE
13110005200,13110,"52","じゃくずれいせき","蛇崩遺跡","目黒区 上目黒五丁目","[縄文時代（中期）]","集落","[縄文時代]住居　土坑","縄文土器　打斧",139.6855066,35.64154572,TRUE
13110005300,13110,"53","かわらけづかいせき","土器塚遺跡","目黒区 大橋二丁目　駒場一丁目　駒場二丁目","[旧石器時代][縄文時代（中期）][弥生時代（後期）][近世][近代]","集落　その他（軍施設）","[縄文時代]土坑　落とし穴　小穴　焼土　[弥生時代]住居　掘立柱建物跡　環濠　道路状遺構　[近世]土壙　溝状遺構　小穴　区画溝　土坑・柱穴列　[近代]煉瓦構造物　地下式遺構","[旧石器時代]石刃　ナイフ形石器　剥片 [縄文時代]縄文土器　打製石斧　土器片錘　石鏃　スタンプ形石器　石錘 [弥生時代]弥生土器　土製品　砥石　土製品　石鏃　双角有孔土製品　土製勾玉　土玉　ガラス小玉　炭化種子 [近世]陶磁器　火打ち石 [近代]陶磁器　ガラス製品　金属製品　銭貨",139.6816957,35.65566243,TRUE
13110005400,13110,"54","はちやまちょう・さるがくちょう17ばんいせき","鉢山町・猿楽町17番遺跡","目黒区 青葉台一丁目","[旧石器時代][縄文時代（早期〜中期・晩期）][弥生時代（後期）][近世]","集落","[旧石器時代]石器集中部　 [縄文時代]住居　土坑　小穴　集石　 [弥生時代]住居　環濠　小穴　 [近世]溝","掻器　ナイフ形石器　角錐状石器　尖頭器　抉入石器　剥片　縄文土器　石鏃　打製石斧　スタンプ形石器　磨石　石皿　弥生土器　土師器　陶磁器　煙管　銭貨",139.6977975,35.64944134,TRUE
13110005600,13110,"56","すげかりいせき","菅刈遺跡","目黒区 青葉台二丁目","[縄文時代（前期〜中期）][中世][近世][近代]","包蔵地・屋敷跡・その他（庭園）","[縄文時代]ピット　[中世]土坑　[近世]溝状遺構　池　ピット　[近代]池跡　滝跡　屋敷跡","縄文土器　打斧　陶磁器　せっ器　[近代]木製品",139.6939523,35.65030619,TRUE
13110005700,13110,"57","こまばきたいせき","駒場北遺跡","目黒区 駒場四丁目","[縄文時代（中期）]","包蔵地","","縄文土器　打製石斧",139.6802875,35.66160835,TRUE
13110005800,13110,"58","しもめぐろいせき","下目黒遺跡","目黒区 下目黒五丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.7063806,35.62608701,TRUE
13110006000,13110,"60","ほんごういせき","本郷遺跡","目黒区 碑文谷二丁目　碑文谷四丁目","[縄文時代]","包蔵地","","打製石斧　石鏃",139.6854036,35.62086833,TRUE
13110006100,13110,"61","しもめぐろきたいせき","下目黒北遺跡","目黒区 下目黒五丁目","[縄文時代]　[中世]　[近世]","包蔵地","[縄文時代]小穴　[近世]溝","陶器　磁器　土器",139.7016427,35.62991011,TRUE
13111000100,13111,"1","かめづかふきん・まるこたまがわえんきたかいづか","亀塚付近・丸子多摩川園北貝塚","大田区 田園調布一丁目","[縄文時代（前期・後期）]","包蔵地・貝塚","","縄文土器",139.6674392,35.58883561,TRUE
13111000200,13111,"2","せんげんじんじゃこふん","浅間神社古墳","大田区 田園調布一丁目","[縄文時代][弥生時代（後期）][古墳時代]","古墳・集落","前方後円墳　[縄文時代]炉穴　[弥生時代]住居　炉　柱穴","縄文土器　打斧　剥片　弥生土器　土師器　円筒埴輪　人物埴輪　動物埴輪",139.6687695,35.58743962,TRUE
13111004500,13111,"45","でんえんちょうふほんちょうかいづか","田園調布本町貝塚","大田区 田園調布本町","[縄文時代（前期）]","貝塚","","縄文土器",139.6761517,35.58467801,TRUE
13111004800,13111,"48","しもぬまべかいづか","下沼部貝塚","大田区 田園調布本町","[縄文時代（早期〜晩期）][弥生時代][近世]","集落・貝塚","[縄文時代]住居　集石　炉　炉穴　焼土　[弥生時代]住居　[近世]墓壙","縄文土器　打斧　磨斧　礫器　石槍　石鏃　掻器　石箆　石錘　石皿　磨石　凹石　敲石　石核　剥片　梵字形石器　耳飾　石棒　石剣　岩版　土版　昆虫形土製品　筒形土製品　獣骨　弥生土器　須恵器　埴輪　銭貨　人骨",139.6724802,35.58533812,TRUE
13111005700,13111,"57","ゆきがやかいづか","雪ヶ谷貝塚","大田区 南雪谷二丁目　 南雪谷三丁目　 南雪谷四丁目　 南雪谷五丁目","[旧石器時代][縄文時代（早期〜前期）][弥生時代（後期）][古墳時代][平安時代]","集落・貝塚・その他の墓","","縄文土器　縄文石器　石鏃　石槍　弥生土器",139.6844687,35.58976951,TRUE
13111005800,13111,"58","かつかいしゅうぼしょふきんいせき","勝海舟墓所付近遺跡","大田区 南千束一丁目　 南千束二丁目","[縄文時代（前期）]","包蔵地","","縄文土器　磨斧",139.6920433,35.60212279,TRUE
13111005900,13111,"59","かみいけがみいせき","上池上遺跡","大田区 中馬込三丁目　 上池台五丁目","[縄文時代（前期）]","集落","[縄文時代]住居跡　墓壙","縄文土器　石斧　石器　装身具（玉類）",139.7019138,35.59277077,TRUE
13111006000,13111,"60","まごめかいづか","馬込貝塚","大田区 中馬込一丁目　 上池台五丁目","[縄文時代（前期〜晩期）]","集落・貝塚","[縄文時代]住居　土坑　土壙　犬埋葬土坑","縄文土器　打斧　磨斧　異形石器　土錘　けつ状耳飾　玉類　骨角製品牙鏃　弓筈　人骨　獣・魚骨",139.7035017,35.59549274,TRUE
13111006200,13111,"62","てんまんぐうふきんかいづか","天満宮付近貝塚","大田区 南馬込二丁目","[縄文時代（前期）]","貝塚","","縄文土器",139.7166881,35.58939185,TRUE
13111006300,13111,"63","まごめいっちょうめかいづか","馬込一丁目貝塚","大田区 南馬込四丁目","[縄文時代（前期）]","貝塚","","縄文土器",139.7140918,35.58647772,TRUE
13111006500,13111,"65","ちょうおんじかいづか","長遠寺貝塚","大田区 南馬込五丁目　 西馬込一丁目","[縄文時代（前期）][弥生時代]","包蔵地・貝塚","","縄文土器　打斧　弥生土器",139.7096019,35.59124845,TRUE
13111006700,13111,"67","おおたに・しもたにいせき","大谷・下谷遺跡","大田区 西馬込二丁目　 仲池上一丁目","[旧石器時代][縄文時代（前期〜中期）]","集落","[旧石器時代]礫群　[縄文時代]住居　竪穴状遺構　土坑","剥片　焼礫　縄文土器　石器　土製品　土錘",139.7014033,35.58769331,TRUE
13111006900,13111,"69","おおもりかいづか","大森貝塚","大田区 山王一丁目","[縄文時代（中期〜晩期）]","貝塚","","縄文土器　打斧　石鏃　石皿　磨石　耳飾　石棒　土偶　土版　土製品　骨角器　牙鏃　人骨　獣骨",139.7303283,35.59301536,TRUE
13111007400,13111,"74","きりさとまちかいづか","桐里町貝塚","大田区 池上一丁目","[縄文時代（前期）][弥生時代]","貝塚","","縄文土器　弥生土器",139.7069823,35.57945652,TRUE
13111007600,13111,"76","しょうせんかいづか","庄仙貝塚","大田区 久が原一丁目　 北嶺町","[縄文時代（前期〜中期）]","貝塚・集落","[縄文時代]住居","縄文土器　打斧　磨斧　石鏃　磨石　凹石　石棒　独鈷石　獣骨",139.6882712,35.586053,TRUE
13111007700,13111,"77","てんしようちえんふきんいせき","天使幼稚園付近遺跡","大田区 久が原四丁目","[縄文時代（前期）]","包蔵地","","縄文土器",139.6936786,35.58212659,TRUE
